reviewStar,reviewText,inconsistentStatus
3,The smell did not last,0
3,"Smells fresh, oily. Couldn’t attract a fly even in a strip club.",0
3,Smells ok!,0
3,I believe this stuff but it doesn't work at all. No women will pay special attention to this smell at all,0
3,Clinique for men is the way to go.,0
3,My bottle was only 3/4 full when I opened it,0
3,"The scent of this perfume is light and refreshing.However, the down side is the smell doesn't last for long.",0
3,It’s okay. Smells slightly better than Axe I suppose. You get what you pay for. It could be worse.,0
3,What fragrance? None at all.,0
3,The smell went away,0
3,Cheap scent as price,0
3,Leaves spots on my clothes.,0
3,So when i received the package the entire box was soaked in the cologne. Smells decent.,0
3,Scent does not last long at all,0
3,"An average scent, nothing really unique about it",0
3,Scent does not last long!,0
3,Yup,0
3,its decent but if i put it on my neck i break out,0
3,It evaporated to quick,0
3,the scent does not last long but its ok.,0
3,"I got this product bc these type of scents should last a couple hours, but it barely lasts through the first.",0
3,it does stays long but the smell does not live up to it's ratings and reviews,0
3,5 star longevity cause I cant get the smell out. Holy moly dont buy cheap cologne!,0
3,Cheap scented,0
3,Perfume is cheap but at the same the fragrance doesn't stay for a long time. Wears off in a couple hours,0
3,The scent is very light and doesnt linger very long.,0
3,Excelente producto,0
3,I’d rather go to bealls instead,0
3,its decent for the money..,0
3,I GIVE THIS 5 STARS DOES WHAT IT SAYS,0
3,These are decent for the price I would say because it doesn’t last that long but smells decent,0
3,Smell not long,0
3,"Not saying there is anything wrong with the product. I guess I the kind of person that is use to higher end colognes. I just wanted to get something for my grudge days(I always have to wear something).It's not a  bad cologne, but just not my taste. It's subtle and wears evenly. I am aware that there are different scents, so I might need to try a different one.",0
3,"Has a light, powdery scent",0
3,The smell doesn’t last long. 🤨,0
3,Scent does not last more than an hour or so. Will not order again.,0
3,Not enough vanilla scent !,0
3,Overly vanilla for me,0
3,Smells clean......but fades too fast.,0
3,"Not a very ""woodsy"" ""Oaky"" aroma, very lite scent doesnt last long, but alot of cologne for $20.",0
3,Just ok.,0
3,Smells cheap,0
3,The smell just isn't there. Not manly at all.,0
3,Not Expecting for the Price ?,0
3,Fragrance doesn’t last long enough!,0
3,Gives me a headache,0
3,—-,0
3,Good stuff. The bottle is garbage though. Which makes it all trash. If it cant handle the shipping or it falling over once. It’s no good. The qc for the cap is trash.,0
3,"I anticipated this dryer to be just what I was looking for but it was twice too large & heavy for my hands. I’m so disappointed because in the few areas my hands could manipulate it, my hair did just what I had hoped it would do. If you make one that does, please let me know because I’m at my wits end.",0
3,Bought in July and already smells like it’s on fire when using.  A week outside the return window 🙄,0
3,Too bulky to hold,0
3,Long and heavy to use.,0
3,NOTHING,0
3,The dryer cylinder was too big for what I intended to use it for. It was rather hot to hold and just didn’t work for me.,0
3,"Too loud. Didn't curl my hair, just blew it all around.",0
3,It is too large to use on shorter to medium length hair.,0
3,Not really for people with long thick hair.,0
3,My hair sits on mu shoulders and I have bangs.  The brush is too big for my bangs.  I had to return it.,0
3,Didn't like it; heavy and too bulky for anything other than long hair.  I returned this item.  other than that it appears to dry and curl ok but not for me.,0
3,Wasn't expecting it to be so big. Kinda bulky and heavy.,0
3,It does dry quickly.,0
3,It did dry my hair fast but my hair didn't look as smooth and shiny as I expected.,0
3,normal,0
3,Not many temparature control settings,0
3,Too big and heavy,0
3,Too bulky to use,0
3,"It is very heavy , I gave it to my Grandaughter",0
3,Too heavy to use all over head. Have only used once since buying it.,0
3,Doesn’t really wave the way you’d imagine,0
3,It’s biggest strength is smoothing hair. It doesn’t give great volume and it gets very hot.,0
3,na mal,0
3,I should have researched this more. The size of the head is way too big for my shoulder length hair.,0
3,The handle is too large abd it makes unit heavy and Gard for me to turn,0
3,Big and very heavy.,0
3,"I have loved this dryer and have been raving about it and have gotten several of my friends to buy it.  It works for me because I’m not coordinated enough to manage the brush and dryer separately.  That said, I’ve had it for 10 months and it suddenly broke on me last night.  I was so sad.  Revlon is doing a warranty replacement but I don’t get to pick my color.  That may seem trivial but I just want what I bought to work and I think if it breaks then they should replace it with the same thing.  I’m definitely not happy with that warranty policy.  Obviously it matters enough to me that I have come back here to update the review so that says something.  And the whole thing makes me question how long this one will work too.",0
3,Did not dry my thick hair at all! Took longer then a hairdryer,0
3,"I think it works ok, its meant for air dried hair I think. It takes FOREVER to dry wet hair. It would take an hour to get hair dry using this.",0
3,Could have been smaller.,0
3,"There’s a tiny lip at the top that my hair get caught under and tangles or rips out. Drying my hair takes much longer and there isn’t much curl, like I expected. Decent product but it just doesn’t do what I thought it would.",0
3,If you have long hair you will need to blow dry with regular dryer a little before using it or it will take forever to dry your hair.,0
3,No temperature adjustment and it gets soooo hot. I wish I would have bought a better one and spent more money on something that doesn’t get this hot. I would not recommend.  It works great but the heat cannot be good for your hair.,0
3,Gets too hot!!! A bit clumsy.,0
3,Ordered a bunch for Christmas presents only had one that didn’t work!,0
3,"Very loud, heavy and the unit gets too hot.",0
3,I like that my hair doesn’t get stuck in it. You can keep turning the brush without your hair falling out of it. I don’t like that it doesn’t dry my roots so my hair will be dry but not the top of my head,0
3,After 5mos of use the dryer now makes a high pitch skreeching noise for the 1st minute after turning on.,0
3,"After a couple times using,  it made hair feel heavy.",0
3,Didn’t do what it said,0
3,Didn’t see ANY sort of change in my hair!!!,0
3,Smell is ok. I have been using this for 2 months and haven’t seen much difference in my hair. Smell doesn’t stick.,0
3,When I use this..my hair became very strong..but getting lot of dandruff,0
3,Makes my scalp itch,0
3,Can't really tell this makes any sort of difference what so ever.,0
3,Caspa,0
3,Wasn’t quite what I expected,0
3,The shampoo and conditioner work like they say. I am picky when it comes to how my hair feels after washing. I really dislike my hair being staticky. I want my hair soft and not full of static. I guess it depends on what you are after. For the price I myself will try something else.,0
3,It makes my hair knottyFeels dryer now than before.,0
3,It was kinda stringy,0
3,It's OK.  If course going to use for longer than 2 days,0
3,Hair felt dry,0
3,Didn’t work not even a little,0
3,It was ok. Didn’t notice anything different from my usual shampoo. Set time is a bit to long. 5minutes for shampoo is do able 10-15 for conditioner is way to long for in the shower.,0
3,I will not purchase again,0
3,Not seeing a big difference in my hair. Have been using 3 months.,0
3,The conditioner doesn't soften my hair.  I do believe that the shampoo has a stripping effect.  I do not notice my hair being any shiner.,0
3,"It really help me with my eczema problem, my scalp is not as itchy and I see way less dry  scalp on my head, thw only thing I dont like its that the rest of my hair gets way dry and tangled, even with the conditioner.",0
3,Left my hair with a lot of tangles,0
3,It’s breaking my hair in half. Bummed:,0
3,It's not what I expected. It tangles my hair up to much.,0
3,I started using this but it doesn’t seem to meet up to its claims.,0
3,It makes my hair feel dry,0
3,Was expecting lager bottles,0
3,Feels to weighted on my hair. Like I have to really rinse to get it out of my hair. Not at all impressed. Would not buy again.,0
3,"It's too thick, I had to wash my hair multiple times to get product out. This product is not for African American hair.",0
3,Not for consumption,0
3,It really is quite thick.,0
3,Takes time. We need more time to review,0
3,It’s really heavy so use it very sparingly. I have thick hair and it’s even weighs my hair down.,0
3,Way too sticky.,0
3,I mostly used it on a section on my eyebrows that look thin. Used this every night and I'd say that It worked. Hair looks thicker now.,0
3,My husband only used the castor oil once.  We haven't use it enough to evaluate it yet.,0
3,Have not seen any result,0
3,Haven’t really noticed any difference. Been putting it on for about 2 months now...,0
3,"This is way too thick for hair applications. It's hard to rinse out even with shampoo and it leaves your hair feeling sticky and muddy which makes hair difficult to comb or brush afterwards. I haven't seen any positive effects of using this stuff and I will say for the most part it made my hair feel worse not to mention gave it massive shrinkage.I gave it 3 stars however because if you mix it in with conditioner it's a way better experience. It's good as a base to mix with other products but It is however not the reason I purchased this. I purchased it with the intention of only using this oil by itself. I don't see how this can be beneficial if it makes my hair feel yucky.I may continue experimenting with it as a base as I try to mixtures of other oils to come up with a proper consistency but based on the advertisement of using this for ""hair"" or it's mystic ""hair health"" properties I""m going to have to say this is a a bit far fetched to expect from this item and not a good reason to purchase it.",0
3,I found it cheaper at the local supercenter.,0
3,"The texture is very tick. Didn’t see the result yet , though I’m using it since a week",0
3,Not sure if it worked or not. It is difficult to spread on because it has the texture of tree sap.,0
3,It didn’t moisturize my skin and the bottle kept leaking every where so I had to throw it away,0
3,Everybody needs It’s,0
3,WOULD NOT BUT.AND DON'T USE ON HAIR,0
3,It does work somehow!,0
3,Arrived licking and almost half is gone.,0
3,It didn’t do anything,0
3,Does the job,0
3,Just started using the product so I can't give an accurate review.,0
3,To tick for my...hard to wash off.,0
3,I’ve been using it on my hair for about 2 months now but nothing noticeable yet.,0
3,Does not last all day,0
3,"Doesn’t stay long, started to fade within 3 hours of apply.",0
3,"Not smudge proof, spreads across my eyes by the end of the day.",0
3,It works just not as long as it states.,0
3,It runs after 2hours in a humid climate,0
3,I don’t see what all the hype is about.,0
3,"Little water resistance.  Very smooth color ( brown), but is hypoallergenic.",0
3,Just a regular eyeliner,0
3,A little light and patchy gunks up if you go over spots again and dries down shiny,0
3,This product is drying out to fast.,0
3,It’s ok. Prefer Stila.,0
3,It’s not 24 hrs stay,0
3,Smudges.,0
3,Average.,0
3,Not very water resistant & have to go over several times to get the black dark enough. Prob won't purchase again.,0
3,hairs on the brush bent out of place,0
3,It is not waterproof and doesn’t last long.  I had to use it several times to fix the eyeliner. I wouldn't buy it again!,0
3,For the price it’s ok... I wear contacts... I have to se another..,0
3,Eh it's too watery,0
3,"This eyeliner is waterproof in a way that if you put it on and try to wipe it off with water it will only partially come off, but it IS NOT waterproof in a way that you can go swimming or sweat even a little bit. I bought it for my vacation because the reviews were good and it actually says ""waterproof"" not ""water resistant"" which is what it really is. Also the brush/marker is too flexible making it very difficult to do winged eyeliner. I would not recommend this eyeliner at all",0
3,It’s not waterproof or smudge proof.,0
3,Product just ran when I tried outlining my eyes,0
3,I am on Airplanes all the time and the tube explodes and leaks,0
3,"I am not sure what is up with this brand. I bought one it was fine, bought another and fibers started popping out. Just got two more and one of them is doing it already?",0
3,goes on smoothly lasts for hours,0
3,I’ve had the product for a short time and it’s already coming apart and it smudges alot,0
3,Cracked after awhile,0
3,The line was thinner than I thought it would be...,0
3,Dried out really quickly,0
3,Read a ton of reviews.  Got this to replace my MAC liquid last eyeliner.  It doesn’t last as others have reviewed.  I use a primer & setting spray and it still fades away by the end of the day. Doesn’t last on oily skin.,0
3,not bad.definitely not waterproof though. got faded after 4 hours too,0
3,The product was kind of dry and was not waterproof! Will prob not purchase again!,0
3,Tip of the eyeliner started fraying and was not smooth and pointy. It was all over the place,0
3,It started flaking.,0
3,It tries but doesn't work for hooded eyes. May work for those without hooded eyes but for me it smudged like crazy.,0
3,"Its not waterproof, smears  and does not stay on all day",0
3,Blush is good but the smell was terrible like putting selfless tanner,0
3,It's okay....it does the job but the color is a bit orange. I wouldn't return it but I will not buy it again.,0
3,This product is okay . It smells nice but it doesn’t really show well on my skin type . I prefer the hoola bronzer .,0
3,I don’t smell anything. Wanted as a contour. Too orangey!!!!,0
3,It doesn't taste the same as last time,0
3,Product came without applicator inside,0
3,Not dark enough. Plus it smelled funny. Sadly I'm returning .,0
3,Made my pores look bigger,0
3,Little too light,0
3,It came brokeeeeeee !!! So dissapointed!,0
3,Really have to use a lot to show color,0
3,The color is too light for my skin.  I cannot see it.,0
3,The bronzer is very light for my skin tone. This bronzer is for light people. I am more on the brownish skin color.,0
3,Side by side my “bronzer” and “deep bronzer” are the same color... should have just kept it I guess,0
3,It was a lot more shimmery than I thought it would be. I ended up returning it.,0
3,Waaaaay too dark and almost the same as the darker shade.,0
3,ça va,0
3,"The product seems to cover ok, when you can get it to come out of the tip. There is a dial you turn and then you're supposed to tap the sponge applicator on your skin, but barely any of the product comes out.  Also, removing the seal around the cap left a very sticky residue on the bottle that I couldn't get off even with rubbing alcohol.",0
3,not much coverage,0
3,Too thick and water repellent,0
3,Not enough coverage,0
3,"The product works as expected for a concealer. However, instant age repair is a big stretch. The spongy applicator seemed to make the distribution of the concealer uneven. Used it, but won’t purchase again.",0
3,Like it but found it hard to get out.,0
3,It doesn't work for me at all.,0
3,Powder spread,0
3,Don't feel I would reorder.,0
3,"The concealer accentuated some of my texture and creases under the eye. I have sunken eyes. Not sure if I will use again. Also the applicator seems unhygienic. I know the products has many rave reviews though, my skin is just not good enough to have a flawless application of this concealer.",0
3,ditto,0
3,"Loved it, that is until it stopped turning to dispense more. I guess I'll have to break out open to use it",0
3,Maybe I should've chosen a different shade? It just didn't 'stay in place' to change the color of my 'dark circles?',0
3,I have a lot of dark spots and I can not completely cover them.  But I'm old and maybe don't know what I'm foing,0
3,Product seemed somewhat dried out- not easy to blend/spread. Flaked off easily after application.,0
3,I always use this brand but after removing the tape that seals it a sticky residue was left.,0
3,Does just an average job for coverage.  Has a tendency to crease and wear off mid-day,0
3,VERY drying,0
3,dry,0
3,I have been using this product for quite some time (2 years or more) and I gave it only a three star to make a statement that it is NOT going to cover up age spots or blemishes. I use it as a ''base'' before putting on my liquid makeup.,0
3,Much lighter than actual color displayed.,0
3,Its not thick enough,0
3,Feels and looks really thin for dark circles. Imperfections on skin dies cover up.,0
3,"It's ok, not moisturizing at all.",0
3,Dont know why but it doesnt come out ...,0
3,Not sharp enough. One use does it in.,0
3,These are not sharp...at all.,0
3,Not my favorite razor for facial skin. These don't move over skin very well. Maybe I need to get used to using the we m.,0
3,"Good beginner tool to start with if you're new to derma planing. It's good for the price. However, I think that it gets the job done but not as good as you want it to with dead skin. It is great at removing that peach fuzz around the jawline though.",0
3,Not sharp enough,0
3,Not so smooth and not so much for sensitive skin,0
3,"This product works as described for me, but really scratched up my sister who has sensitive skin.",0
3,Not that sharp.Plastic edges scratched my face.,0
3,They work,0
3,I have noticed this pulls hair a little instead of just shaving smoothly off.,0
3,It works but I don’t see how it works any different than a razor!,0
3,They are sharp but I feel they should be shorter or maybe a different shape. I find it to be big for the areas on my face.,0
3,"The pump is sturdy and reliable. However, the container is top-heavy.",0
3,Not sharp enough. Not at all moisturizing. I had to go over several times the areas I needed done. Cheap enough that I didn’t return.,0
3,I didnt like that it was hard to maneuver around my eyebrows. It left my skin a little irritated because there is just a blade.  I did like that it came in a 3 pack. I liked the price.,0
3,These are ok! I bought temporarily because I can’t get my eye brows waxed right now and they needed shaping.,0
3,My face is still sensitive after using. It got the hair off but didn’t really exfoliate. My face is raw.,0
3,"The blades will easily cut you. They are very irritating on delicate skin. But it works well,so be careful when you use it.",0
3,"Product is easy to use and helps my skin to look great. Would give 5 stars, but one of the three razors arrived broken.",0
3,I really nicked myself with these.  I don't with other brands.,0
3,These are ok. They do the job but do not last.,0
3,For face use only. Don’t use these on the coochie.,0
3,V.denger,0
3,Wasn’t what I expected,0
3,"The product seemed a little cheap in my experience with it, however it still did what I wanted I just only got one or 2 uses out of each blade.",0
3,This is my second and doesn’t work as good as the original.,0
3,Heats up after a short time.,0
3,"I'm going to keep it, but it still left enough behind that I still had to use tweezers.",0
3,Hair comes back a few days later,0
3,Worked one time,0
3,this was purchased for Mom,0
3,However…. It doesn’t really work!!! Don’t buy!,0
3,The product simply quit working despite a new battery.,0
3,It takes some work to actually remove the hair. I have to go over my face a couple of times to really see results.,0
3,it did not work,0
3,"So it works for the most part, misses some hairs here and there, but I mean its way easier than a razor  and you can safely travel with it. Problem is I have severely sensitive skin and it did make me break out, so overall I won’t be using it very much.",0
3,"OK, but anything to write home about.",0
3,Leaves visible stubble for darker hair,0
3,"This seemed to dull really quickly and I do have to go over the same spot a lot.  Although when I clean it there is always a ton of baby hairs, so it has to be working. It just has a harder time on course hair.",0
3,Do not waste your moneyIt is not what it says it isYou use it to cut off hair which it does but it grows right back in two daysIt says the hairs stay away for a week or two but that is false,0
3,It’s ok. Have to use it 3 times a day. Makes hair grow back fast  Not very smooth.,0
3,Loved this product a lot but it has recently stopped working despite new batteries. Purchased less than a year ago,0
3,Chin up,0
3,Need to got over a few times before it actually works,0
3,Was not what I expected.,0
3,"it does the job but it will stop on you, it doesn't work steady it gets caught on the hair and stings, overall it does the job you just have to be patient with it, battery is tricky you think your battery is running out all the time, for the price its good enough",0
3,Not for everyone. The sharpest go away essay.,0
3,"I can't figure out why this works on some hairs and areas and not others. I had some dark hairs removed and some that it skipped over many times. Same with light hairs. I needed several passes to get most of the hairs that it was able to get and others I had to just use something else to remove. It was very gentle on my skin at least. The battery life seemed ok but I have no idea if it's working at full capacity or not? If your skin is so sensitive that you can't use anything else, maybe try this. Otherwise I would maybe pass on it.",0
3,"This is basically a shaver, and does not give a very close shave.",0
3,"Does not take off the hairs,  after using it, stil able to pluck off single hairs.",0
3,"Used it for my chin. It worked. But 2 days later, there alot was stubble.",0
3,"It was great while it lasted. (About a month) It slipped from my hand and fell into my sink. From that point on, it seemed to work, it sounded and vibrated like it worked but didn’t.  So I’d say it’s worth the money as long as you aren’t prone to dropping things. Once you drop it, it’s broken.",0
3,Didn’t really get the hair as it claims .,0
3,"Maybe I do not have enough facial hair, but it seemed like I had to leave on my face longer than the demo videos I found. Somewhat worked but I still can see some hairs, waxing ends up being better/faster in my opinion. The only downside is its more painful to wax. Glad this was not too expensive, will use it but will still be waxing when I can.",0
3,Does not remove hair,0
3,Works but cheaply made. I dropped it and it feel apart.,0
3,Works OK.,0
3,Burns your skin doesn't work,0
3,Smell,0
3,Did the job but was STINKYYYYY,0
3,"It worked only ok. I had to open up windows, light candles, turn on the vent in an attempt to get rid of the smell. I just left that side of the house for a while. It lingered for so long. I will not be doing that again.",0
3,"Pros:Smooth skin, hair removed, and no burning sensation.Affordable.Cons:Sulfur from the pits of hell have invaded your bathroom - this smell is like a trash bag full of rotten eggs bursting onto the floor - and likely your whole house; it permeates for hours and lingers in your nose canals. It has a god awful smell, but it works.Otherwise:I prefer veet, it's more expensive, but the smell is subtle in comparison; instead it has a slight chemical smell which is nothing compared to the overpowering sulfur smell.Not for everyone, but if you can stand the smell, then it'll save you some money.",0
3,"If you have thick, course hair, then it doesn’t work as well. I left it on over the time amount recommended and it still did I not take off the hair on my legs.",0
3,Can't really get past the smell. Also it burns if you have sensitive skin.,0
3,See above. Use for facial moisturizer.,0
3,I feel some burning when applying salicylic acid beforehand.,0
3,It was not as expected. It is very watery and does not moisturize.,0
3,My product didn't come sealed shut. How do I know it wasn't used?,0
3,It was ok. Not as motorizing as I thought!,0
3,An average moisturizer.,0
3,If I didn't open the product I would have sent it back,0
3,It not have a seal on it when I opened it it looked used,0
3,"At first this felt a little sticky on my skin, then after 3 days, my skin seemed extremely dry!It doesn’t work for me. Not for every day use in my opinion.",0
3,Not as much moisture as I thought!,0
3,I bought it in April 2021 and it expires in July 2021 ...,0
3,Made me break out more,0
3,"for my skin, It's not as moisturizing as described",0
3,Moisture did not last long. Skin was very dry after it dried up. The scent was a little much I wasn’t aware it had a scent that’s on me. Umm smooth Nd light,0
3,"The product seems to be really thin, and left my skin sort of dry and a little sticky. Could be better formulated in my opinion. Guess I’ll stick with Cerave",0
3,Product was not sealed!!!,0
3,I’ve used this for about 30 days and haven’t noticed any difference. May e it’s just me.,0
3,"Bought this product in July, no scent, used it all, and loved it. Recently I bought another however now it has a scent? It’s the same exact product which is strange. Not a fan of the scent.",0
3,It burns my skin n it has to many chemicals,0
3,I will never order another product that uses so much disposable plastic that has so little product. Cone on people!,0
3,"Item seems correct, but is from another country- I cant read  the labels or confirm authenticity.",0
3,"The box came kinda beat up, the shrink wrap was ripped and the lid wasn't closed tightly. Possibly a return?But I looked at unboxing videos and saw that there wasn't a paper/plastic lining to seal the opening of the jar and it looked the correct quantity.",0
3,Dried my skin out,0
3,Why is it called a moisturizer ? My skin does not feel it . It gets dried up fast and then i need to put more on !,0
3,It makes my skin soft but it burns.,0
3,I did not receive what I was expecting. This product has fragrance in it.,0
3,Only gave 3 stars as when i had recieved this the lid wasnt on right so half of it was in the box and unusable,0
3,I can't really tell any difference,0
3,Skin still feels too dry after application. Not that moisturizing.,0
3,This gel formed clot. Wasn’t very smooth for my skin.,0
3,"I dont see any results, even after 2 months",0
3,Didn't do anything but stain clothes and cause acne,0
3,Actually I don’t see any thing different on my skin. I have use it for many years,0
3,Waiting to see results,0
3,"It was an okay product, I used it nightly. Didn’t cause a reaction which is great, but also didn’t necessarily improve my skin in any way.",0
3,Different color/smell than Walmart bought bottle.,0
3,It hasn’t helped prevent stretch marks during my pregnancy,0
3,I have been using this product on my belly area for stretch marks since I was pregnant and now I felt a little bit different than the one I used to use.,0
3,I wanted to like this product but the scent is just gross. Like an old woman's perfume. Used it for a week and switched to Dove.,0
3,"used it for 2 months , don't see much of a difference",0
3,First time trying it,0
3,Still got stretch marksUsed it everyday,0
3,I haven’t noticed any change in appearance of three different scars I have (two on knees and one on arm),0
3,"I used this for months and I do not think it made a difference in any of my stretch marks or scars. Keep in mind they are all barely noticeable as is, but i really thought that since they were so light there would be a drastic difference. I don't know if i would buy this again. I also did not enjoy the smell - its weird and strong",0
3,I have been using it for my leg scars and haven’t really seen a difference. I’ve been using the product for a month,0
3,I used this product while pregnant and still got stretch marks. I used it twice a day and felt moisturized but still got some stretch marks.,0
3,This is not the real bio oil.,0
3,"I have yet to notice any difference on my stretch marks, been using everyday morning and night for about 2 months",0
3,It seems to break me out a little.,0
3,Returned,0
3,It might cause allergy,0
3,Still waiting for final three months of use to provide full detailed review.,0
3,Not have used it much,0
3,Still waiting for results.,0
3,The product box seal was already ripped open when I recieved it. Other than that the wrap on the bottle itself was still on,0
3,"I don’t know if it’s actually diminishing my stretch marks, but it feels very luxurious.",0
3,I don’t see a change yet and have been using a few times a week and putting on with socks and sleeping with them...,0
3,Need to use them for couple days to see results and not working on all acnes.,0
3,"For pimples,etc",0
3,Acne Pimple Patch does not cure face Pimple after using it.,0
3,I have used the product only for 2 days and don’t have enough time/usage to rate it.,0
3,Didn't work as expected.,0
3,Didn't work for me,0
3,"Not the earth shattering product I expected. It works well for some things. A pimple beneath the skin - it will usually bring it to the surface. It did not do much for white heads or blackheads. Very limited use, in my opinion",0
3,"It helped a little. If you get pimples every once in awhile I can see purchasing them, but if it’s more than that, I don’t see why.",0
3,As I have sensitive skin this acne pimple product did not work for me,0
