word,score
henshin a go go baby!,122.0
tear you a new one,121.0
blood in  blood out,121.0
yeah but  no but...,121.0
a case of the ass,121.0
the roof is on fire,119.0
skateboarding is not a crime,119.0
separation of church and state,119.0
mtv get off the air,119.0
yum yum eat em up,119.0
bored out of my gourd,118.0
the south will rise again,118.0
robbing peter to pay paul,117.0
hit me on the hip,117.0
public static void main(string[] args){,117.0
you're with me  leather,116.0
don't quit your day job,115.0
firing off some knuckle children,115.0
sic vis pacem para bellum,115.0
what are you on about?,115.0
i like you a lot,114.0
off the heezy fo sheezy,113.0
take it to the head,113.0
come hell or high water,113.0
wax on  wax off,112.0
fuck fuck fuck fuck fuck,112.0
bustin' a sag for jesus,112.0
devil is beating his wife,112.0
a bit on the side,112.0
tell me when to go,112.0
james the nigga hatin' dolphin,111.0
bowl from the pavilion end,110.0
biggest douche in the universe,109.0
what is your major malfunction?,109.0
shit fire and save matches,109.0
you know how i do,109.0
eat a bag of dicks,109.0
the internet is for porn,108.0
nipple to breast ratio (n.b.r.),108.0
you know what you doing,107.0
order of the black rose,107.0
would jesus microwave a burrito?,106.0
yippee kay yay mr. falcon,106.0
pissing out of my ass,105.0
once in a blue moon,105.0
and you know this man!,105.0
down low'  or 'd.l.,105.0
fuck you you fucking fuck,104.0
oops i crapped my pants,104.0
every dog has his day,103.0
all that glitters is gold,103.0
nice hair  wanna fuck?,102.0
get a dog up ya,102.0
high speed  low drag,102.0
( . )( . ),101.0
g0y (spelled with a zer0),100.0
are we having fun yet?,100.0
belize traveller one barrel rum,99.0
a series of unfortunate events,99.0
why is the rum gone,99.0
you know what fuck you,99.0
shrine of the silver monkey,97.0
a bit of the old,97.0
t jones / t lady,97.0
elvis has left the building,97.0
our lady of lourdes academy,96.0
dude  where's my car?,96.0
here's looking at you kid,96.0
final fantasy vii: advent children,96.0
pimps up  hoes down,96.0
how d'ya like dem apples?,95.0
love 'em and leave 'em,95.0
royal pain in the ass,95.0
get a kick out of,95.0
yeah  fuck you too!,94.0
knights of the old republic,94.0
panic at the disco fan,94.0
turd in the punch bowl,93.0
illudium q-36 explosive space modulator,93.0
love yahoo!!! wannabe a princess,93.0
i shall strike thy rectum,92.0
crazy as a shithouse rat,92.0
turn your head and cough,91.0
st. stephens and st. agnes,91.0
dirty sanchez with extra gravy,91.0
off like a prom dress,91.0
where fun goes to die,91.0
dude  dude  dude!!!,90.0
how to cook a turkey,90.0
george w. bush boy president,90.0
bandits of the acoustic revolution,90.0
i cant feel my face,90.0
nintendo ds vs. sony psp,90.0
black from the waist down,89.0
grand theft auto san andreas,89.0
arsonists get all the girls,89.0
i ain't mad at cha,88.0
giant half chicken half squirrel,88.0
panic! at the disco fan,88.0
punk ass bitch mother fucker,88.0
barking up the wrong tree,88.0
this nigga got some koolaid,88.0
german purity law of 1516,88.0
get your ass to mars,87.0
the fast and the furious,87.0
ripped me a new one,87.0
shake hands with the president,86.0
hate it or love it,86.0
badda bing  badda boom,86.0
let's blow this popsicle stand,86.0
the monster that ate everybody,86.0
motorboatin son of a bitch,86.0
early bird gets the worm,85.0
university of california san diego,85.0
zoo zoo's and wham wham's,85.0
i killed the prom queen,84.0
bull in a china shop,84.0
raven hair  raven haired,84.0
2 dogs in a bathtub,84.0
am i my brother's keeper?,83.0
sick son of a bitch,83.0
taking one for the team,83.0
until the cows come home,83.0
rootin' tootin' jamaican chocolate raspberry,83.0
master of the custodial art,83.0
new kids on the block,83.0
can i have your stuff?,82.0
b kool stay in school,82.0
see you later  alligator,82.0
batting for the other team,81.0
every rose has its thorn,81.0
bad moon on the rise,81.0
a room with a moose,81.0
i don't want no trouble,81.0
fuck 'em where they fart,80.0
in da heezy fo' sheezy,80.0
second city of the uk,80.0
get down or lay down,80.0
996 + 4 = 1000,80.0
throw caution to the wind,80.0
this is why i'm hot,79.0
samuel f.b. morse high school,79.0
for the hell of it,79.0
eat a bowl of fuck,79.0
yeah  well fuck you!,79.0
take the piss out of,79.0
a day in the life,79.0
happiness is a warm gun,78.0
get the fuck outta here,78.0
what's the frequency  kenneth?,78.0
shooting pool with a rope,78.0
pushing dots & jerkin' chicken,77.0
the true meaning of rap,77.0
the point of no return,77.0
90% angel  10% bitch!,77.0
ed  edd n eddy,77.0
the blind leading the blind,77.0
you dropped your gay card,77.0
for whom the bell tolls,77.0
btw  ohio state son,77.0
d and d or d&d,77.0
butt pee or ass piss,77.0
he's so chill right now,77.0
guess what's in my pants,76.0
big trouble in little china,76.0
it's on like donkey kong,76.0
milk  milk  lemonade,76.0
the flesh of fallen angels,75.0
i didn't vote for bush,75.0
my foot in your ass,75.0
man  fuck you guys!,75.0
put one in the pan,75.0
all you need is love,74.0
turn over a new leaf,74.0
you know what? fuck you!,74.0
screwed six ways till sunday,74.0
nothing to write home about,74.0
the eye of the jew,74.0
ted leo and the pharmacists,74.0
jimi hendrix playing the guitar,73.0
no ticky  no washy,73.0
fuck me in the ozarks,73.0
dance with my father depression,73.0
is it because i'm black?,73.0
rub out the easy one,73.0
if a frog had wings,73.0
take it up a notch,72.0
do it  you won't,72.0
ctrl + alt + delete,72.0
i just shit my pants,72.0
peanut butter and crack sandwich,72.0
have a seat over there,72.0
peter lewis kingston wentz iii,72.0
ft. benning school for boys,72.0
queen bitch of the universe,71.0
sock it to the nuts,71.0
man who sold the world,71.0
not my cup of tea,71.0
hot psycho asian girlfriend mindgames,71.0
one thing led to another,71.0
that thing i sent you,70.0
emerson  lake & palmer,70.0
street fighter 3: third strike,70.0
good fight  good night,70.0
i dont give a fuck,70.0
the sound of animals fighting,70.0
master of one's own domain,69.0
slime in the ice machine!,69.0
take it in the ass,69.0
white poles in black holes,68.0
hot and cold running blowjobs,68.0
too much junk in'd trunk,68.0
no skin off my nose,68.0
mouth fucking (advanced oral sex),68.0
i fell down some stairs,68.0
a rainbow in the underwear,68.0
gay nigger from outer space,68.0
eep op ork ah ah,68.0
i'll sit on your face,68.0
hot dog in a hallway,67.0
the theory of the moebius,67.0
two-finger cul de sac jones,67.0
i want to break free,67.0
we should do something sometime,67.0
gold jacket  green jacket,67.0
close enough for government work,66.0
tom petty and the heartbreakers,66.0
what makes the grass grow?,66.0
i am we todd did,66.0
drinking someone under the table,66.0
their eyes were watching god,66.0
jesus fucking mary doggystyle christ,66.0
mwa ha ha ha ha,66.0
eat shit and die !!!,65.0
all up in your shit,65.0
slip one past the goalie,65.0
for the grown and sexy,65.0
'are you sucking my dick?',65.0
babe i'm gonna leave you,65.0
you remind me of gay,65.0
suck it up  princess,65.0
i'd split that in half,65.0
queer as a football bat,65.0
hit it n' quit it,64.0
up the bum no babies,64.0
tom goes to the mayor,64.0
taking it up the ass,64.0
get it off my chest,64.0
shoot myself in the face,64.0
talk like a pirate day,64.0
real housewives of orange county,64.0
martin luther king jr. drive,64.0
drink someone under the table,63.0
grand theft auto vice city,63.0
price is wrong  bitch,63.0
hotter than the devil's dick,63.0
how many beans make five,63.0
the terrible secret of space,63.0
a can of smashed assholes,63.0
fuck off you fucking fuck,62.0
yo yo yo homie yo,62.0
bleeding like a stuck pig,62.0
papa lapped a pap lopped,62.0
don't look back in anger,62.0
get on the hydra's back,62.0
it don't make no nevermind,62.0
damn this place sucks balls,62.0
bhanchod / bhainchot/ penchod /,61.0
canoe full of moose meat,61.0
sex and the city girl,61.0
all up in your grill,61.0
that's what a man does,61.0
want to buy a duck?,60.0
been there  done that,60.0
i don't know your life,60.0
six degrees of kevin bacon,59.0
pour salt on the wound,59.0
the machine that goes ping,59.0
you are what you eat,59.0
four horsemen of the apocalypse,59.0
fatty mcbutter pants bonbon style,59.0
he touched my shoulder story,59.0
notorious b.i.g. aka biggie smalls,59.0
me cago en tus muertos,59.0
need for speed most wanted,59.0
el sporto de los negroes,59.0
gunther and the sunshine girls,59.0
the last day of school,59.0
night of the living dead,59.0
flat as a witch's tit,59.0
for me to poop on,59.0
get rich or die tryin,59.0
by hook or by crook,59.0
infinity plus shipping and handling,59.0
when push comes to shove,58.0
a little piece of heaven,58.0
veritable smorgasbord of feminine pulchritude,58.0
fall out boy rock boardies,58.0
taking herman to the circus,58.0
beat it and delete it,58.0
who shit in your cereal,58.0
aint that bout a bitch,58.0
fms (aka fresh meat syndrome),58.0
plays for the other team,58.0
oh no it's a gundam,58.0
optomistic ( the optomistic ),58.0
put a sock in it,58.0
rock and a hard place,58.0
du werdest einen krankenschwester brauchen,58.0
the big piece of chicken,58.0
bear shit in the woods,57.0
like it was my job,57.0
first piece of ass syndrome,57.0
daddy of the mac daddy,57.0
wow (aka the mmorpg crack),57.0
cok in de head syndrome,57.0
big fat linty ass hole,57.0
my pants are on fire,57.0
the new world religion (tm),57.0
st george girls high school,57.0
the number of the beast,57.0
coming out of the basement,57.0
don't shit where i eat,57.0
get the hell outta dodge,57.0
peeing out of my butt,56.0
bitch better have my money!,56.0
valley of the dirt people,56.0
that'll give you... er... bees,56.0
rip you a new one,56.0
stupid  stupid rat creatures,55.0
stuck in the water temple,55.0
jesus christ on a bicycle,55.0
a qt(pi). b4i4q i12no: ru/18,55.0
are you calling me fat?,55.0
more bounce to the ounce,55.0
real gangsta in da house,55.0
fuck you in your mouth,55.0
waka waka waka waka waka,55.0
every good boy does fine,55.0
ya-yas  to get out,55.0
model 500 s&w magnum revolver,55.0
awesome. awesome to the max!,55.0
dang nigga what chou say?,54.0
the mall at short hills,54.0
can i have your digits?,54.0
is this the real life?,54.0
buttering up the whisker biscuit,54.0
nazi wrestling hackers for jesus,54.0
david byrne school of dancing,54.0
big titty party girl ,54.0
it's all gone pete tong,54.0
i love you-alwayz and forever,54.0
greater lowell technical high school,54.0
more cushion for the pushin,54.0
no skin off my back,53.0
a complete and utter wanker,53.0
gravy train with biscuit wheels,53.0
put one in the air,53.0
hell to the fuck yeah,53.0
windows f'ed in the a,53.0
chuck your junk in her,53.0
enter the wu-tang (36 chambers),53.0
great gig in the sky,52.0
the fake sound of progress,52.0
sea isle city  nj,52.0
super turbo turkey puncher 3,52.0
too lazy to get fat,52.0
hot sex on the beach,52.0
why is the rum gone?,52.0
put you up on game,52.0
oi with the poodles already,52.0
unified theory of 80's movies,52.0
black & decker pecker wrecker,51.0
i loosened it for you,51.0
making the bald man cry,51.0
smu - southern methodist university,51.0
do frogs have watertight assholes?,51.0
official theme song of gamefaqs,51.0
fuck you and your cat,51.0
came out of the closet,51.0
shaking hands with the unemployed,51.0
like shooting fish in barrel,51.0
we're all going to die,51.0
human crack in the flesh,51.0
unwritten book of the road,51.0
adventures of milo and otis,50.0
pour some sugar on me,50.0
fishing off the company pier,50.0
i dont swing that way,50.0
wrath of the lich king,50.0
any port in the storm,50.0
hot melvin with a cork,50.0
tab a  slot b,50.0
shooting fish in a barrel,50.0
rooty tooty fresh and fruity!,50.0
super mario / duck hunt,50.0
does mel gibson hate jews?,49.0
think outside of the box,49.0
suicide is your only option,49.0
our lady of mercy academy,49.0
it's none of your beeswax,49.0
button on a fur coat,49.0
fuck 'em in the face,49.0
black and decker pecker wrecker,49.0
say it don't spray it,49.0
fast times at ridgemont high,49.0
holy poop on a stick,49.0
big jim and the twins,49.0
brecksville broadview heights high school,49.0
face like a smashed crab,49.0
just one more level syndrome,49.0
libertarian national socialist green party,49.0
don't sweat the small stuff,49.0
cum guzzling sperm burping bitch,48.0
whistle up the wheat field,48.0
drop a gem on 'em,48.0
air dirty laundry in public,48.0
im gonna butter yo' bread,48.0
snoop d o double gizzle,48.0
by the hammer of thor,48.0
fat ass in a glass,48.0
your mother was a hampster!,48.0
ravenous bugblatter beast of traal,48.0
tell it to the judge,48.0
water off a duck's back,48.0
take him/her/it behind the woodshed,48.0
do you want a medal?,48.0
aqua teen hunger force rule,48.0
fuckwit's (more than one fuckwit),48.0
too bad she has aids,47.0
see ya later  alligator,47.0
8========d  ( * ),47.0
golden shower or gold rush,47.0
the greatest show on turf,47.0
turd in a punch bowl,47.0
peanut butter and jelly sandwich,47.0
take it to the house,47.0
i don't like your face.,47.0
burn the mother fucker down,47.0
il capo di tutti capi,46.0
take him to the stacks,46.0
saint joseph regional high school,46.0
fuck you  asshole! ,46.0
spybot - search & destroy,46.0
get back on the horse,46.0
the snatch alley cape cod,46.0
anarchy in the u.k. ,46.0
secret of the mangekyou sharingan,46.0
bigger than ron jeremy's cock,46.0
laid back kind of guy,46.0
praying to the porcelain gods,46.0
bite the hand that feeds,46.0
open mouth  insert foot,46.0
ed  edd n' eddy,46.0
easy breezy beautiful cover girl,46.0
puff  puff  pass.,45.0
shaved my legs for nothing,45.0
i'll fuck anything that moves,45.0
he man woman hater's club,45.0
abort  retry  fail?,45.0
flatter than a witch's tit,45.0
the 'piece of shit' test,45.0
left hook with an uppercut,45.0
got yo back like chiropractic,45.0
who ate all the pies,45.0
laying back in the cut,45.0
yo yo yo wassup g,45.0
a thousand shades of awesome,45.0
jesus christ in crotchless panties,45.0
united states of the offended,45.0
it's funny because it's poisonous!,45.0
da bomb diggity fo sho,45.0
slap boxing the one-eyed champ,44.0
canary in a coal mine,44.0
the man from del monte,44.0
huey lewis and the news,44.0
this that and the other,44.0
they think it's all over,44.0
slurpee capital of the world,44.0
idiot son of an asshole,44.0
two finger mexican oil change,43.0
you shoot like a stormtrooper,43.0
stick a dick in it,43.0
jackie chan in the trunk,43.0
xbox  xbx  x-box,43.0
sit on it and spin,43.0
sheep in the big city,43.0
i more than like you,43.0
piss up in a brewery,43.0
are you having a bubble?,43.0
thanks a lot  jerkass!,43.0
giving birth to a marine,43.0
beaten with the ugly stick,43.0
concerned women for america (cwa),43.0
your kung fu is superior,43.0
bela fleck and the flecktones,43.0
the opie and anthony show,43.0
say hi to your mom,43.0
son of a fucking bitch,43.0
god is in the tub,43.0
box lunch at the y,42.0
it had to be done,42.0
fuck me in the face,42.0
eat it from the side!,42.0
queer as a plaid rabbit,42.0
captain of the carpet ship,42.0
methionylglutaminylarginyltyrosylglutamylserylleucylphenylal anylalanylglutaminylleucyllysylglutamylarginyllysylglutamylg lycylalanylphenylalanylvalylprolylphenylalanylyalylthreonyll eucylglycylaspartylprolylglycylisoleucylglutamylglutaminylse rylleucylly,42.0
the academy of notre dame,42.0
have a word with yourself,42.0
havre de grace high school,42.0
hot lunch and warm beer,42.0
straight from the horse's mouth,42.0
not the baby daddy dance,42.0
run up on your spot,42.0
best ass in the world,42.0
burger and fries the cat,42.0
taking the hobbits to isengard,42.0
ream of the ancient mariner,41.0
drop a train on 'em,41.0
an arm and a leg,41.0
put it in her butt,41.0
nailed her to the floor,41.0
one toke over the line,41.0
eat my ass and balls,41.0
clap your hands say yeah,41.0
usn (university school of nashville),41.0
dance of the flaming arseholes,41.0
too fat for the internet,41.0
pissing out of the head,41.0
whoomp  there it is!,41.0
video killed the radio star,41.0
wild and crazy bus sex,41.0
taco taco pizza taco taco,40.0
the pirate of isla vista,40.0
i have a wide stance,40.0
ho ho ho mo fo,40.0
theme park walk of shame,40.0
the shinobi law of numbers,40.0
for me to poop on!,40.0
not all beer and skittles,40.0
because i have a penis,40.0
university of indians and chinese,40.0
two piece and a biscuit,40.0
drop kids off at pool,40.0
no cop  no stop,40.0
rough as a badger's arse,40.0
2 chicks  1 cup,40.0
smoking is bad for you,40.0
welcome to the black parade,40.0
murder capital of the world,40.0
suck a bag of dicks,40.0
meet me in the tunnel,40.0
wonderboy and young nasty man,40.0
spinning beach ball of death,40.0
aussie kiss  australian kiss,40.0
getting right on my tits,40.0
give your head a wobble,40.0
guitar.com sucks big flopping cocks,39.0
then i found 5 dollars,39.0
it's all about the moose,39.0
bill gates raped my cat,39.0
take it to the dome,39.0
are you takin the piss,39.0
ego/penis size inverse proportion theory,39.0
eat shit and die slow,39.0
run  bitch  run,39.0
raw dog in the butt,39.0
life in the fast lane,39.0
if if was a fifth,39.0
bite my shiney metal ass,39.0
you fail at the internets,39.0
i spit on your grave,39.0
hog hard or hog home,39.0
what to get your girlfriend,39.0
worst movies of all time,39.0
hung like a sperm whale,39.0
hanging out of my arse,39.0
tighter than a nuns cunt,38.0
all bark and no bite,38.0
stepping up to the plate,38.0
stank on the hang down,38.0
total eclipse of the heart,38.0
killer klowns from outer space,38.0
hey guys whats going on,38.0
you're not a nice person,38.0
there is no cow level,38.0
a purple headed womb ferret,38.0
ask a stupid question day,38.0
inky blinky pinky and clyde,38.0
sid hoffman or sid frenchman,38.0
<( ' - ' )>,38.0
like it ain't no thing,38.0
tender crisp bacon cheddar ranch,38.0
never ever have i ever,38.0
write a play about it,38.0
hit it and forget it,37.0
whip it out like lbj,37.0
you know i love ya,37.0
on the phone with dick,37.0
wrong side of the tracks,37.0
'dick in a jar' syndrome.,37.0
corona del sol high school,37.0
los angeles angels of anahiem,37.0
still wet behind the ears,37.0
are you asking me out?,37.0
you triggered my trap card,37.0
go medieval on someone's ass,37.0
im a call you back,37.0
san luis obispo high school,37.0
big dyke on campus bdoc,37.0
shake hands with the unemployed,37.0
dead. or sick. i forget.,37.0
kick me in the jimmies,37.0
have you seen my turkey?,37.0
shit a cold purple twinkie,37.0
call a spade a spade,37.0
getting treated like a stepchild,36.0
plan nine from outer space,36.0
the back of a volkswagen,36.0
manos: the hands of fate,36.0
harder than a wedding dick,36.0
taking tea with the parson,36.0
the name of the game,36.0
how are your testicles today?,36.0
mtv and the e channel,36.0
abbo in the gas tank,36.0
this man speaks the truth,36.0
that's just how i roll.,36.0
shut yo bitch ass up!,36.0
kicked it in the dick,36.0
fit but you know it,36.0
cook me into the bowl,36.0
a dime and two pennies,36.0
dry pencil scare of '47,35.0
long-term male sexual abstinence (ltmsa),35.0
ye olde bag of ram,35.0
black n' decker pecker wrecker,35.0
all up on my jock,35.0
give a dog a bone,35.0
son of a motherless goat,35.0
9 lbs of roast beef,35.0
the pink sky at night,35.0
relaxing in the gentlemans way,35.0
lawyers  guns and money,35.0
the war of northern aggression,35.0
beaten like a ginger stepchild,35.0
stickin' it to the man,35.0
but it has windows vista!,35.0
saru mo ki kara ochiru,35.0
poking junior in the eye,35.0
i'm leaving the board forever,35.0
us news and world report,35.0
that's not how i roll,35.0
they're after me lucky charms!,35.0
to live is to die,35.0
get off of my stack,35.0
beyond belief: fact or fiction,35.0
barry bonds yo black ass,35.0
son of a fuck you,35.0
the white hand of saruman,35.0
'the man behind the curtain',35.0
i could give two shits,35.0
the old in and out,35.0
suicide is your only option.,35.0
confessions of a video vixen,34.0
lord of the rings online,34.0
bitches in a bitch boat,34.0
n a f t a,34.0
balls in a vice grip,34.0
praying to the porcelain goddess,34.0
lemme pee in your butt,34.0
queef in a flower shop,34.0
poop out of the peehole,34.0
you know how we do,34.0
hey man  what's up?,34.0
i don't do that shit,34.0
bash the back doors in,34.0
treat em like a mushroom,34.0
raiders of the lost ark,34.0
don't shit on your doorstep,34.0
university of alabama in huntsville,34.0
two shits and a fuck,34.0
had it in the ear,34.0
long time  no siege,34.0
pot  kettle  black,34.0
what the fuck  charles?,34.0
texas dirt floor bar hag,34.0
vete a tomar por culo,33.0
did you shit the bed?,33.0
i'll whoop your head boy,33.0
77 sevens in a row,33.0
dead babies in a bag,33.0
why so blue panda bear?,33.0
guns n roses after 1993,33.0
lick me where i shit,33.0
a f a i k,33.0
glasgow kiss (aka glesga kiss),33.0
any word on urban dictionary,33.0
wah  my pussy hurts!,33.0
super karate monkey death car,33.0
