word,score
shit on a shingle,309.0
super smash bros. melee,308.0
y halo thar buttsecks?,307.0
p in the b,307.0
piss up a rope,306.0
of mice and men,306.0
yaba daba doo feet,304.0
don't get it twisted,304.0
university of wisconsin madison,302.0
whatever humps your camel,302.0
under the weather upstairs,301.0
running in the 90's,300.0
om nom nom nom,300.0
pull the other one,300.0
the 7 deadly sins,299.0
i got your six,298.0
vaginal slice born born,298.0
9 circles of hell,296.0
a huge fucking joke,293.0
death from above 1979,293.0
walter the farting dog,292.0
get off my dick,292.0
imma chargin mah lazer,292.0
estuans interius ira vehementi,290.0
i'm the juggernaut bitch,290.0
a bitch in heat,289.0
water under the bridge,289.0
stuck up cunt syndrome,289.0
creme de la creme,288.0
courage the cowardly dog,287.0
the fall of troy,285.0
they might be giants,285.0
boo boo the fool,284.0
what's cookin good lookin?,283.0
friends with minor benefits,282.0
pleasure you can't measure,281.0
nigger in the woodpile,279.0
suffer like g did,278.0
super smash brothers melee,278.0
raw dog and bail,277.0
university of south florida,274.0
i have a boyfriend,274.0
what the lick read,272.0
the rules of attraction,271.0
cum guzzling gutter slut,271.0
basil of baker street,271.0
fat bitch syndrome (fbs),270.0
sand in the vagina,270.0
go fly a kite,269.0
yippee ki-ay  motherfucker!,269.0
lady of the night,268.0
puff the magic dragon,267.0
angels with filthy souls,267.0
roll with the punches,266.0
you know the drill,266.0
that dog don't hunt,266.0
there is no spoon,266.0
easy on the eyes,266.0
fuck off and die,265.0
'don't drop the soap!',265.0
joey joe-joe junior shabadoo,264.0
the naked brothers band,263.0
pedal to the metal,263.0
peaked in high school,262.0
get your shit together,262.0
stay in your lane,262.0
don't tase me bro,261.0
i am the walrus,260.0
w00p w00p w00p w00p,260.0
sucks to be you,260.0
playing hard to get,259.0
bow chica bow wow,259.0
derka derka mohammed jihad,258.0
5 poppin 6 droppin,258.0
are you shitting me?,256.0
super smash bros brawl,256.0
hot dog flavored water,256.0
e = mc hammered,256.0
long time no see,255.0
yu-gi-oh!: the abridged series,255.0
disney channel star syndrome,255.0
american big dick syndrome,253.0
down with the swirl,253.0
i said good day!,252.0
don't hate  appreciate,252.0
cherry creek high school,251.0
super smash bros melee,251.0
carpet matches the drapes,250.0
purple headed yogurt slinger,250.0
i like your moves,249.0
love of my life,247.0
you can't see me!,247.0
a big ol' vag,246.0
athens drive high school,245.0
key by the three,245.0
followers of the meep,242.0
fuck the free world,242.0
do me a solid,241.0
going down on her,241.0
university of southern california,241.0
case of the monday's,240.0
sit on my face,239.0
never have i ever,238.0
honey bunches of oats,238.0
run for the hills,238.0
the era of corruption,237.0
viva la vie boheme,236.0
wwf champions sex position,236.0
high as a kite,236.0
johnny on the spot,236.0
c is for cookie,235.0
britney spears circa 1999,235.0
boys will be boys,234.0
hurtin for a squirtin,234.0
well fuck me running,233.0
piss out my ass,233.0
three on the tree,232.0
one night in paris,232.0
suv in the pants,232.0
well excuse me princess!,232.0
heads down thumbs up,231.0
murdering piece of shit,231.0
drug dealer starter kit,231.0
ghost ride da whip,231.0
zach de la rocha,231.0
no glove no love,230.0
50 facts about gays,230.0
got nothing on me,230.0
im the ape man,230.0
8=(   )==d,230.0
lost in the sauce,229.0
most extreme elimination challenge,229.0
xbox 360 vs ps3,229.0
first of the month,228.0
w.o.f. (waste of fuck),228.0
va' fa' un culo,228.0
hole in the wall,227.0
kick in the nuts,227.0
balls to the walls,227.0
to catch a predator,227.0
everywhere like such as,226.0
fred and george weasley,226.0
soulja slim (magnolia slim),226.0
fear of long words,224.0
ace in the hole,224.0
hallowed be thy name,223.0
gday mate im australian,223.0
moon on a stick,223.0
righty tighty lefty loosy,222.0
cut of your jib,222.0
panties in a wad,222.0
i'm rich  bitch!,222.0
madison high school baseball,221.0
i'm rick james bitch,220.0
big floppy donkey dick,220.0
master of your domain,219.0
nigger on saturday night,218.0
larry the cable guy,217.0
throw in the towel,217.0
hot cocoa sampler box,217.0
wet the baby's head,216.0
when hell freezes over,216.0
brush your shoulders off,216.0
fell off the wagon,215.0
chick flick dick trick,215.0
snake in the grass,215.0
zelda ocarina of time,215.0
play it by year,214.0
fght ff yr dmns,214.0
coco the beever boy,214.0
ruby throated mattress thrasher,214.0
you sunk my battleship,213.0
heart on their sleeve,213.0
lay in the cut,213.0
jesus titty fucking christ,213.0
on the down low,213.0
bats in the belfry,211.0
fuck if i know,210.0
case western reserve university,210.0
we deceive you believe,210.0
my super sweet sixteen,210.0
you gonna get raped,209.0
et tu  brute?,209.0
fuckin up my christmas,209.0
prom night dumpster baby,208.0
thicka than a snicka,208.0
f'd in the a,208.0
old bridge high school,208.0
long island iced tea,208.0
the way i roll,207.0
pirates of the carribean,207.0
that's what he said,207.0
confederate states of america,207.0
shit faced cock master,207.0
i'm never drinking again,207.0
4 294 967 295,206.0
fo' shizzle my wizzle,205.0
christ on a bike,205.0
sister from another mister,204.0
is it in yet?,204.0
i tell you what,203.0
big spoon little spoon,203.0
big black monkey ape,202.0
you're dead to me,202.0
main screen turn on,202.0
this shit is bananas,201.0
foxtrot uniform charlie kilo,200.0
behind the eight ball,200.0
go play in traffic,200.0
world of warcraft nerd,200.0
hell to the no,200.0
emo bag of shit,199.0
i'm rick james bitch!,199.0
i voted for kodos,198.0
sucky! sucky! five dolla!,198.0
university of san diego,198.0
alpha kappa delta phi,198.0
funeral for a friend,198.0
you are the father,197.0
what are you saying,197.0
hop off my dick,197.0
nigglet on a stick,196.0
st thomas  ontario,196.0
a wizard did it,196.0
going to the mattresses,196.0
step your game up,195.0
camden catholic high school,195.0
rush limbaug ditto head,195.0
it's not a tumor,195.0
lightning in a bottle,194.0
got it going on,194.0
team america: world police,193.0
hippie liberal douche bag,191.0
six ways from sunday,191.0
i'm not gonna lie,191.0
shit out of luck,190.0
north harford high school,190.0
head up your ass,189.0
johnny the homicidal maniac,189.0
shit or go blind,189.0
zac efron angry walk,189.0
parking in the rear,189.0
west chester  pa,188.0
eye of the tiger,188.0
got me fucked up,188.0
cut your cock off,187.0
you'd like to be,187.0
boobs on a stick,187.0
hijo de la chingada,187.0
kfc and kool aid,187.0
army of the pharaohs,186.0
people's republic of california,186.0
boom chicka wah wah,185.0
the red jumpsuit apparatus,185.0
in there like swimwear,184.0
george bushed the button,184.0
wind your neck in,184.0
a bowl of assholes,183.0
do it to it,183.0
silence of the lambs,183.0
no guts no glory,183.0
like there's no tomorrow,182.0
cruisin' for a bruisin',182.0
nuck if you buck,182.0
red land high school,181.0
kidding on the square,181.0
fairfax county public schools,181.0
story of the year,181.0
as all get out,181.0
man on the moon,181.0
america's next top model,181.0
rag on a stick,181.0
four on the floor,181.0
blue eyes white dragon,181.0
welcome to the jungle,181.0
siouxsie and the banshees,180.0
brown paper bag money,180.0
chillin like a villain,180.0
the walk of shame,179.0
metal gear solid 4,179.0
tits on a bull,179.0
face down ass up,179.0
imma firin mah lazer,177.0
hate with a passion,177.0
shitty shitty fag fag,177.0
motion of the ocean,176.0
take a chill pill,176.0
go with the flow,176.0
fast and the furious,176.0
lets just be friends,176.0
sock it to me,176.0
sacred band of thebes,175.0
how are you gentlemen,175.0
here we fucking go,175.0
fo sho mo fo,175.0
two up two down,175.0
no soup for you,175.0
putt from the rough,174.0
don't ask don't tell,174.0
fo sheezy my neezy,173.0
university of second choice,173.0
the nightmare before christmas,172.0
do a barrel roll!,172.0
drain the main vein,171.0
all eyez on me,171.0
dining at the y,171.0
tits on a stick,171.0
bow chika bow wow,171.0
scary kids scaring kids,171.0
let me find out,171.0
villa walsh academy (vwa),170.0
notch in your bedpost,170.0
famous stars and straps,170.0
del the funky homosapien,170.0
fuck a dead duck,170.0
stuntin like my daddy,170.0
pussy ass mother fucker,170.0
hard pipe hittin' nigga,169.0
doesn't cut the mustard,169.0
fuck you very much,169.0
b a m f,169.0
trabuco hills high school,168.0
3 the hard way,168.0
institute of notre dame,168.0
litost [lee' - toast],168.0
interracial midget amputee necro-bestiality,168.0
you know damn right,168.0
man in a boat,167.0
orgy in my mouth,167.0
nigga stole my car,167.0
hard dick and bubblegum,167.0
lion king that hoe,167.0
fleming island high school,167.0
insane in the membrane,167.0
cock of the walk,166.0
explosions in the sky,166.0
elements of hip hop,166.0
right back at you,166.0
to clown car it,166.0
curtains match the carpet,166.0
blaze ya dead homie,165.0
ask me out boots,165.0
chick with a dick,165.0
sitting on the fence,165.0
snooch to the nooch,165.0
nuts on the road,165.0
no way  jose!,164.0
monkey see monkey do,164.0
x to the z,164.0
monkey in the bush,163.0
fo shindu my hindu,163.0
man the fuck up,163.0
shoot from the hip,163.0
fo shizzel my nizzel,163.0
nigger jew bitch pig,163.0
can of whoop ass,163.0
300 bars & runnin',162.0
hotdog down a hallway,162.0
holla at ya boy,162.0
that's all she wrote,162.0
atlanta urinal & constipation,162.0
name that race game,162.0
get your rocks off,162.0
wish you were here,162.0
one of a kind,161.0
bitch ass mother fucker,160.0
thank you captain obvious,160.0
up the shut fuck,160.0
shit on a stick,160.0
fucked-up fuckup monkey fuck,160.0
2 up 2 down,160.0
western new england college,159.0
pour out some liquor,159.0
focus on the family,159.0
bring out the gimp,159.0
my chemical romance fan,158.0
fuck her brains out,158.0
both kinds of gay,157.0
boy scouts of america,157.0
pissing into the wind,157.0
nekkid puerto rican girl,157.0
blow her back out,157.0
benji and joel madden,157.0
a and p catholic,157.0
a sphincter says what,157.0
u of d jesuit,156.0
avatar withdrawal syndrome (aws),156.0
toot your own horn,156.0
snowball's chance in hell,156.0
get the led out,155.0
fat meat is greasy,155.0
signals of sexual frustration,155.0
chunk up the duece,155.0
rainbow in the dark,155.0
round trip meal ticket,155.0
i couldn't care less,154.0
coco a.k.a. kathie schmid,154.0
keep a nigga baby,154.0
sex with a banana,153.0
nigga turned inside out,153.0
street spirit (fade out),153.0
you talkin' to me?,153.0
drapes match the carpet,153.0
roll in the hay,153.0
me cago en dios,153.0
...and justice for all,153.0
vai tomar no cu,152.0
bati boy *jamaican slang*,152.0
know what i'm saying,152.0
jean claude van damme,152.0
tooth to gum ratio,152.0
egg on your face,151.0
tighten up the graphics,151.0
get my rocks off,151.0
shit in your hat,151.0
reese's peanut butter cups,151.0
sword of 1000 truths,151.0
d o double g,151.0
a pimp named slickback,151.0
sabrina the teenage bitch,151.0
beating a dead horse,151.0
goat on the cliff,150.0
down to the felt,150.0
pinky and the brain,150.0
knocked the fuck out,150.0
grim decaying mill town,150.0
gonzaga college high school,150.0
dirty credit card swipe,149.0
mystery science theater 3000,149.0
deep run high school,149.0
mothers against hard rock,149.0
stickiest of the icky,149.0
2 girls 1 finger,149.0
trapped in the closet,149.0
neck of the woods,149.0
easy come easy go,149.0
f'ed in the a,149.0
dumps like a truck,148.0
word to big bird,148.0
gay and straight alliance,148.0
hot peas and butter,148.0
the whole nine yards,148.0
sweet child o' mine,148.0
canadian statistic propaganda machine,147.0
dogs in the bathtub,147.0
get off my lawn,146.0
indians? dot or feather?,146.0
nigga fuck your couch,146.0
people under the stairs,146.0
jou ma se poes,145.0
kage bunshin no jutsu,145.0
bout it bout it,145.0
o'connor  sandra day,145.0
jesus christ monkey balls,144.0
sleepy hollow high school,144.0
double click your mouse,144.0
bucket of muzzle blast,144.0
the price is right,144.0
keith and the girl,144.0
long in the tooth,143.0
angle of the dangle,143.0
jackoff in the box,143.0
a flock of seagulls,142.0
thats how i roll,142.0
right you are ken,141.0
leaks like a sieve,141.0
salt of the earth,141.0
del tha funkee homosapien,140.0
a box of ziti,140.0
i'm covered in bees,140.0
fire in the hole,140.0
there will be blood,140.0
dr. hunter s. thompson,140.0
juke: (juking) or (juken),139.0
monkey on your back,139.0
bone thugs n' harmony,139.0
1st of the month,139.0
eat at the y,139.0
run of the mill,138.0
the mythical mr. boo,138.0
wrapped around the finger,137.0
metal gear solid 2,137.0
is the pope catholic?,137.0
huge tracts of land,137.0
4th point of contact,137.0
dog the bounty hunter,137.0
i carried a watermelon.,137.0
alpha sigma alpha ,137.0
now watch this drive,137.0
aint that a bitch,137.0
christmas date rape song,137.0
sight for sore eyes,136.0
end of the world,136.0
seven minutes in heaven,136.0
pan galactic gargle blaster,136.0
kids in the sandbox,136.0
voyage of the hero,136.0
wallis and futuna islands,136.0
88 miles per hour,135.0
tear that shit up,135.0
party like it's 1999,135.0
getting the led out,135.0
cape cod academy (cca),135.0
cunt hoes and rodeos,134.0
gay as a window,134.0
its just not cricket,134.0
piss in her ass,134.0
fat on a stick,134.0
godspeed you black emperor!,133.0
not a big truck,133.0
teach for next week,133.0
vista murrieta high school,133.0
madison central high school,132.0
dogs in a bathtub,132.0
box of assorted creams,132.0
glass case of emotion,132.0
harden the fuck up,132.0
don't drink the kool-aid,132.0
pass the shirley temple,132.0
bat in the cave,132.0
off the beaten path,132.0
ass gas or grass,132.0
phantom of the opera,132.0
bandwagon red sox fan,132.0
the da vinci code,131.0
come as you are,131.0
ants at a picnic,131.0
get on the horn,131.0
desert vista high school,131.0
every time i die,130.0
best friend by default,130.0
university of north carolina,130.0
sun's out guns out,130.0
raining cats and dogs,130.0
cunt ass howler monkey,130.0
missing white woman syndrome,130.0
get on my level,129.0
shitting in high cotton,129.0
crying over spilled milk,129.0
whalen on a penny,129.0
rip a new asshole,129.0
orgasm in my mouth,128.0
gone with the wind,128.0
after sex phone call,128.0
zakk wylde drinking game,128.0
rejected by urban dictionary,128.0
son of a biscuit,128.0
dog in a bathtub,128.0
stack of high society,128.0
do it for johnny,128.0
pickle incident  the,127.0
drop the prison soap,127.0
right wing nut job,127.0
right on the money,127.0
we're talking about practice,127.0
back that ass up,127.0
ghost in the shell,127.0
come on  toshi,127.0
bear with a shark,127.0
enema of the state,126.0
holla for a dolla,126.0
sonic 3 & knuckles,126.0
i shat my pants,126.0
cut to the chase,126.0
the black dahlia murder,126.0
martin luther king jr,126.0
nintendo is for fags.,126.0
angry dragon of death,126.0
that's a huge bitch!,125.0
give her the time,125.0
cowboy the fuck up,125.0
painting the town brown,125.0
3 inches of blood,125.0
mary jane rotten crotch,125.0
skeet skeet skeet skeet,125.0
warrior needs food badly,124.0
do not click here,124.0
throw them threes up,124.0
jumping on the grenade,123.0
d & d free,123.0
no harm no foul,123.0
a bag of cats,123.0
because i said so!,123.0
high fructose corn syrup,123.0
dine at the y,123.0
you are an idiot,122.0
the demented cartoon movie,122.0
sunny day real estate,122.0
thousand years of pain,122.0
shitfaced motherfucking cocksucking dickhead,122.0
crazy in the coconut,122.0
money hoes and clothes,122.0
out of the loop,122.0
fucked in the head,122.0
greased up deaf guy,121.0
get out of dodge,121.0
no day but today,121.0
las lomas high school,121.0
attention whore deficit disorder,121.0
half in the bag,121.0
worse comes to worst,121.0
boo  you whore,121.0
a bit of alright,120.0
i love the 80's,120.0
thomas the tank engine,120.0
shadow of the colossus,120.0
die bart  die,120.0
bowling ball for marge,120.0
buy a fucking vowel,120.0
arthur two sheds jackson,120.0
as told by ginger,119.0
too much free time,119.0
get your freak on,119.0
the girl next door,119.0
get in my belly,118.0
spirit of the staircase,118.0
it's because i'm black,118.0
america's funniest home videos,118.0
super smash brothers brawl,118.0
act like you know,118.0
saved by the bell,117.0
kali ma shakti de,117.0
lying sack of shit,117.0
mr. pink and purple,117.0
what are you upto?,117.0
there goes the neighborhood!,117.0
sleeping with the fishes,117.0
it's britney  bitch!,117.0
tu es muy bonita,116.0
sex between the bushes,116.0
beast with two backs,116.0
ball in a cup,116.0
get out mah bindle,116.0
poets of the fall,115.0
advanced algebra and trigonometry,115.0
piss in your pocket,115.0
wow wow wee waa,115.0
i'm allergic to bullshit,115.0
i carried a watermelon,115.0
everyone and their mother,115.0
friends with emotional benefits,115.0
clean out one's closet,115.0
christ on a stick,115.0
super soak that ho,114.0
deuce and a quarter,114.0
once in a lifetime,114.0
shut up  stupid!,114.0
give it some beans,114.0
h to the omo,114.0
walt whitman high school,114.0
from autumn to ashes,114.0
cool as a cucumber,113.0
five moves of doom,113.0
is our children learning,113.0
w blue sky lives,113.0
king kong ding dong,113.0
i'm not gay urinal,113.0
south of the border,112.0
get off my plane,112.0
tear your ass up,112.0
a to the k,112.0
bukake  also bukkake,112.0
johnson and wales university,112.0
fbs (fat bitch syndrome),112.0
get your shine on,112.0
metal up your ass!,111.0
grand theft auto iv,111.0
good will hunting syndrome,111.0
kick in the vagina,111.0
merci pour le venin,111.0
straight but not narrow,111.0
lay of the land,111.0
made in the shade,111.0
son of the morning,111.0
drunk as a skunk,110.0
you fail at life,110.0
sucks to your ass-mar!,110.0
down with the brown,110.0
sons of the soil,110.0
party in my mouth,110.0
honky tonk ba donk-a-donk,110.0
degrassi: the next generation,110.0
weapon of ass destruction,110.0
frog in a well,109.0
super mario bros. 3,109.0
f in the a,109.0
james and oliver phelps,109.0
great mills high school,109.0
catch you next tuesday,109.0
get with the program,108.0
pms (police menstrual syndrome),108.0
i know black people,108.0
rock my socks off,108.0
running of the jew,108.0
bridge and tunnel crowd,108.0
latin kings and queens,107.0
too bad so sad,107.0
riding the cotton pony,107.0
walk in the park,107.0
ass waddling paddle master,107.0
conker's bad fur day,107.0
drinking the kool aid,107.0
university of maryland basketball,107.0
drop dead  gorgeous,107.0
coming on to me,107.0
new england blow job,106.0
hotdog in a hallway,106.0
kicked to the curb,106.0
one of those days,106.0
in and out burger,106.0
squirrel hill  pittsburgh,106.0
paul giamatti snow globe,105.0
sky is the limit,105.0
nuttin' no go so,105.0
middletown high school north,105.0
put it on me,105.0
bob marley extra crispy,105.0
crank dat soulja boy,105.0
meat and two veg,105.0
bitch ass cunt motherfucker,104.0
university of western ontario,104.0
dance the hempen jig,104.0
chuck it in her,104.0
the block is hot,104.0
yodel in the valley,103.0
german's bombed pearl harbor,103.0
all over the map,103.0
just so you know,103.0
people's republic of cambridge,103.0
take the edge off,103.0
whatever floats your goat,102.0
pet names for genitalia,102.0
cooler than being cool,102.0
malcom in the middle,102.0
call it a day,102.0
down with the sickness,102.0
mi casa su casa,101.0
tom brady tuck rule,101.0
hung out to dry,101.0
jack bauer power hour,101.0
frothing at the gash,101.0
keep your pants on,101.0
kc and elka ,101.0
living on the edge,101.0
hostess with the mostest,101.0
piss in one's pocket,101.0
we are the champions,101.0
a state of trance,101.0
mcquaid jesuit high school,101.0
stay at home mom,101.0
get out of here,101.0
baby raping snake fucker,101.0
bow chika wow wow,101.0
ass to mouth facial,100.0
dawn of the dead,100.0
stank on my hang-low,100.0
i see dead people,100.0
berklee college of music,100.0
liberal a.k.a antiwar protester,100.0
the balls are inert,100.0
burning the midnight oil,100.0
albany academy for girls,100.0
no shit  sherlock,100.0
west virginia remote control,99.0
kids in the hall,99.0
jump to conclusions mat,99.0
like jordans on saturday,99.0
i cut for you,99.0
riding the porcelain bus,98.0
we will rock you,98.0
poke badgers with spoons,98.0
mallard with a cold,98.0
naperville central high school,98.0
job for a cowboy,98.0
i couldnt care less,98.0
i'm all right jack!,98.0
get in the hole,98.0
i can't see shit,98.0
flash in the pan,98.0
bang bang skeet skeet,97.0
cock a doodle doo,97.0
the all american rejects,97.0
over my dead body,97.0
don't stop me now,97.0
eyes set to kill,97.0
i play for keeps,97.0
shit rolls down hill,97.0
bitch and a half,97.0
get your hair did,97.0
break the fourth wall,96.0
kenmore west high school,96.0
four and a baby,96.0
all about the benjamins,96.0
give me that neck,96.0
snakes on a plain,96.0
poopy sunny side up,95.0
beam me up scotty,95.0
godfather of gangster rap,95.0
piss like a racehorse,95.0
40 year old virgin,95.0
saxon = joke account,95.0
puerto rican credit card,94.0
june 6th  2006,94.0
the official preppy handbook,94.0
the emperor's new clothes,94.0
up jump the boogie,94.0
blowin up my spot,94.0
go fuck a duck,94.0
i wish you would,94.0
get your eagle on,94.0
come fuck me pumps,94.0
text message break up,94.0
dey tuuk er jahhbss!!!,94.0
blood sugar sex magik,93.0
get off my nuts,93.0
new zealand goat farmer,93.0
g's up hoes down,93.0
hoe with the dough,93.0
the old in-out in-out,93.0
